dex_num,key,name,base_species,forme,types,abilities,base_stats,prevo,evolves_to,evo_type,evo_level,evo_item,evo_condition,form_flags,required_item,required_move,required_ability,battle_only,changes_from,has_learnset_entry,levelup_move_count_runtime,wild_moves_lvl50,generate_pokemon_lvl50,generate_error,catch_info_runtime_exact,catch_info_data_exists,gain_info_runtime_exact,gain_info_data_exists,ability_entity_metadata_linked,missing_categories,notes
45,Vileplume,Vileplume,,,Grass/Poison,Chlorophyll|Effect Spore,hp=75/atk=80/def=85/spa=110/spd=90/spe=50,Gloom,,useItem,,Leaf Stone,,,,,,,,True,17,petalblizzard|petaldance|absorb|acid,True,,True,True,True,True,False,,
46,Paras,Paras,,,Bug/Grass,Effect Spore|Dry Skin|Damp,hp=35/atk=70/def=55/spa=45/spd=55/spe=25,,Parasect,,,,,,,,,,,True,13,aromatherapy|ragepowder|gigadrain|xscissor,True,,True,True,True,True,False,,
47,Parasect,Parasect,,,Bug/Grass,Effect Spore|Dry Skin|Damp,hp=60/atk=95/def=80/spa=60/spd=80/spe=30,Paras,,,24,,,,,,,,,True,14,aromatherapy|gigadrain|spore|leechlife,True,,True,True,True,True,False,,
48,Venonat,Venonat,,,Bug/Poison,Compound Eyes|Tinted Lens|Run Away,hp=60/atk=55/def=50/spa=40/spd=55/spe=45,,Venomoth,,,,,,,,,,,True,15,poisonfang|leechlife|signalbeam|bugbuzz,True,,True,True,True,True,False,,
49,Venomoth,Venomoth,,,Bug/Poison,Shield Dust|Tinted Lens|Wonder Skin,hp=70/atk=65/def=60/spa=90/spd=75/spe=90,Venonat,,,31,,,,,,,,,True,19,poisonfang|leechlife|signalbeam|bugbuzz,True,,True,True,True,True,False,,
50,Diglett,Diglett,,,Ground,Sand Veil|Arena Trap|Sand Force,hp=10/atk=55/def=25/spa=35/spd=45/spe=95,,Dugtrio,,,,,,,,,,,True,16,fissure|earthquake|earthpower|dig,True,,True,True,True,True,False,,
50,Diglettalola,Diglett-Alola,Diglett,Alola,Ground/Steel,Sand Veil|Tangling Hair|Sand Force,hp=10/atk=55/def=30/spa=35/spd=45/spe=90,,Dugtrio-Alola,,,,,baseSpecies|forme=Alola,,,,,,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; alternate_form_selection_runtime_missing; evolution_target_not_resolved_by_current_lookup:Dugtrio-Alola,Dugtrio-Alola: current evolution lookup cannot resolve canonical/form name
51,Dugtrio,Dugtrio,,,Ground,Sand Veil|Arena Trap|Sand Force,hp=35/atk=100/def=50/spa=50/spd=70/spe=120,Diglett,,,26,,,,,,,,,True,20,earthquake|fissure|earthpower|dig,True,,True,True,True,True,False,,
51,Dugtrioalola,Dugtrio-Alola,Dugtrio,Alola,Ground/Steel,Sand Veil|Tangling Hair|Sand Force,hp=35/atk=100/def=60/spa=50/spd=70/spe=110,Diglett-Alola,,,26,,,baseSpecies|forme=Alola,,,,,,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; alternate_form_selection_runtime_missing,
52,Meowth,Meowth,,,Normal,Pickup|Technician|Unnerve,hp=40/atk=45/def=35/spa=40/spd=40/spe=90,,Persian,,,,,canGigantamax,,,,,,True,17,feint|captivate|swagger|fakeout,True,,True,True,True,True,False,gigantamax_runtime_selection_missing,
52,Meowthalola,Meowth-Alola,Meowth,Alola,Dark,Pickup|Technician|Rattled,hp=40/atk=35/def=35/spa=50/spd=40/spe=90,,Persian-Alola,,,,,baseSpecies|forme=Alola,,,,,,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; alternate_form_selection_runtime_missing; evolution_target_not_resolved_by_current_lookup:Persian-Alola; evolution_levelFriendship_not_supported:Persian-Alola,Persian-Alola: current evolution lookup cannot resolve canonical/form name Persian-Alola: levelFriendship not supported
52,Meowthgalar,Meowth-Galar,Meowth,Galar,Steel,Pickup|Tough Claws|Unnerve,hp=50/atk=65/def=55/spa=40/spd=40/spe=40,,Perrserker,,,,,baseSpecies|forme=Galar,,,,,,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; alternate_form_selection_runtime_missing,
52,Meowthgmax,Meowth-Gmax,Meowth,Gmax,Normal,Pickup|Technician|Unnerve,hp=40/atk=45/def=35/spa=40/spd=40/spe=90,,,,,,,baseSpecies|forme=Gmax|changesFrom,,,,,Meowth,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; form_trigger_specific_runtime_not_fully_verified; gigantamax_runtime_selection_missing,
53,Persian,Persian,,,Normal,Limber|Technician|Unnerve,hp=65/atk=70/def=60/spa=65/spd=65/spe=115,Meowth,,,28,,,,,,,,,True,20,slash|furyswipes|screech|swift,True,,True,True,True,True,False,,
53,Persianalola,Persian-Alola,Persian,Alola,Dark,Fur Coat|Technician|Rattled,hp=65/atk=60/def=60/spa=75/spd=65/spe=115,Meowth-Alola,,levelFriendship,,,,baseSpecies|forme=Alola,,,,,,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; alternate_form_selection_runtime_missing,
54,Psyduck,Psyduck,,,Water,Damp|Cloud Nine|Swift Swim,hp=50/atk=52/def=48/spa=65/spd=50/spe=55,,Golduck,,,,,,,,,,,True,16,hydropump|soak|aquatail|waterpulse,True,,True,True,True,True,False,,
55,Golduck,Golduck,,,Water,Damp|Cloud Nine|Swift Swim,hp=80/atk=82/def=78/spa=95/spd=80/spe=85,Psyduck,,,33,,,,,,,,,True,18,hydropump|soak|aquatail|waterpulse,True,,True,True,True,True,False,,
56,Mankey,Mankey,,,Fighting,Vital Spirit|Anger Point|Defiant,hp=40/atk=80/def=35/spa=35/spd=45/spe=70,,Primeape,,,,,,,,,,,True,19,finalgambit|closecombat|crosschop|seismictoss,True,,True,True,True,True,False,,
57,Primeape,Primeape,,,Fighting,Vital Spirit|Anger Point|Defiant,hp=65/atk=105/def=60/spa=60/spd=70/spe=95,Mankey,Annihilape,,28,,,,,,,,,True,21,crosschop|closecombat|seismictoss|karatechop,True,,True,True,True,True,False,evolution_other_not_supported:Annihilape,Annihilape: other not supported
58,Growlithe,Growlithe,,,Fire,Intimidate|Flash Fire|Justified,hp=55/atk=70/def=45/spa=70/spd=50/spe=60,,Arcanine,,,,,,,,,,,True,20,flamethrower|flareblitz|heatwave|flamewheel,True,,True,True,True,True,False,,
58,Growlithehisui,Growlithe-Hisui,Growlithe,Hisui,Fire/Rock,Intimidate|Flash Fire|Rock Head,hp=60/atk=75/def=45/spa=65/spd=50/spe=55,,Arcanine-Hisui,,,,,baseSpecies|forme=Hisui,,,,,,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; alternate_form_selection_runtime_missing; evolution_target_not_resolved_by_current_lookup:Arcanine-Hisui,Arcanine-Hisui: current evolution lookup cannot resolve canonical/form name
59,Arcanine,Arcanine,,,Fire,Intimidate|Flash Fire|Justified,hp=90/atk=110/def=80/spa=100/spd=80/spe=95,Growlithe,,useItem,,Fire Stone,,,,,,,,True,20,flamethrower|burnup|ember|firefang,True,,True,True,True,True,False,,
59,Arcaninehisui,Arcanine-Hisui,Arcanine,Hisui,Fire/Rock,Intimidate|Flash Fire|Rock Head,hp=95/atk=115/def=80/spa=95/spd=80/spe=90,Growlithe-Hisui,,useItem,,Fire Stone,,baseSpecies|forme=Hisui,,,,,,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; alternate_form_selection_runtime_missing,
60,Poliwag,Poliwag,,,Water,Water Absorb|Damp|Swift Swim,hp=40/atk=50/def=40/spa=40/spd=40/spe=90,,Poliwhirl,,,,,,,,,,,True,16,hydropump|bubblebeam|raindance|watergun,True,,True,True,True,True,False,,
61,Poliwhirl,Poliwhirl,,,Water,Water Absorb|Damp|Swift Swim,hp=65/atk=65/def=65/spa=50/spd=50/spe=90,Poliwag,Poliwrath|Politoed,,25,,,,,,,,,True,16,hydropump|bubblebeam|raindance|bubble,True,,True,True,True,True,False,evolution_trade_not_supported:Politoed; evolution_branching_selection_partial,Politoed: trade evolution not supported branching evolution selection is only partial
62,Poliwrath,Poliwrath,,,Water/Fighting,Water Absorb|Damp|Swift Swim,hp=90/atk=95/def=95/spa=70/spd=90/spe=70,Poliwhirl,,useItem,,Water Stone,,,,,,,,True,16,dynamicpunch|submission|bubblebeam|circlethrow,True,,True,True,True,True,False,,
63,Abra,Abra,,,Psychic,Synchronize|Inner Focus|Magic Guard,hp=25/atk=20/def=15/spa=105/spd=55/spe=90,,Kadabra,,,,,,,,,,,True,1,Tackle,True,,True,True,True,True,False,,
64,Kadabra,Kadabra,,,Psychic,Synchronize|Inner Focus|Magic Guard,hp=40/atk=35/def=30/spa=120/spd=70/spe=105,Abra,Alakazam,,16,,,,,,,,,True,17,calmmind|futuresight|psychic|trick,True,,True,True,True,True,False,evolution_trade_not_supported:Alakazam,Alakazam: trade evolution not supported
65,Alakazam,Alakazam,,,Psychic,Synchronize|Inner Focus|Magic Guard,hp=55/atk=50/def=45/spa=135/spd=95/spe=120,Kadabra,,trade,,,,,,,,,,True,17,calmmind|futuresight|psychic|trick,True,,True,True,True,True,False,,
65,Alakazammega,Alakazam-Mega,Alakazam,Mega,Psychic,Trace,hp=55/atk=50/def=65/spa=175/spd=105/spe=150,,,,,,,baseSpecies|forme=Mega|requiredItem,Alakazite,,,,,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing,
66,Machop,Machop,,,Fighting,Guts|No Guard|Steadfast,hp=70/atk=80/def=50/spa=35/spd=35/spe=35,,Machoke,,,,,,,,,,,True,19,dynamicpunch|crosschop|seismictoss|wakeupslap,True,,True,True,True,True,False,,
67,Machoke,Machoke,,,Fighting,Guts|No Guard|Steadfast,hp=80/atk=100/def=70/spa=50/spd=60/spe=45,Machop,Machamp,,28,,,,,,,,,True,19,seismictoss|crosschop|bulkup|submission,True,,True,True,True,True,False,evolution_trade_not_supported:Machamp,Machamp: trade evolution not supported
68,Machamp,Machamp,,,Fighting,Guts|No Guard|Steadfast,hp=90/atk=130/def=80/spa=65/spd=85/spe=55,Machoke,,trade,,,,canGigantamax,,,,,,True,20,seismictoss|crosschop|bulkup|submission,True,,True,True,True,True,False,gigantamax_runtime_selection_missing,
68,Machampgmax,Machamp-Gmax,Machamp,Gmax,Fighting,Guts|No Guard|Steadfast,hp=90/atk=130/def=80/spa=65/spd=85/spe=55,,,,,,,baseSpecies|forme=Gmax|changesFrom,,,,,Machamp,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; form_trigger_specific_runtime_not_fully_verified; gigantamax_runtime_selection_missing,
69,Bellsprout,Bellsprout,,,Grass/Poison,Chlorophyll|Gluttony,hp=50/atk=75/def=35/spa=70/spd=30/spe=40,,Weepinbell,,,,,,,,,,,True,15,poisonjab|razorleaf|gastroacid|acid,True,,True,True,True,True,False,,
70,Weepinbell,Weepinbell,,,Grass/Poison,Chlorophyll|Gluttony,hp=65/atk=90/def=50/spa=85/spd=45/spe=55,Bellsprout,Victreebel,,21,,,,,,,,,True,15,poisonjab|razorleaf|gastroacid|acid,True,,True,True,True,True,False,,
71,Victreebel,Victreebel,,,Grass/Poison,Chlorophyll|Gluttony,hp=80/atk=105/def=65/spa=100/spd=70/spe=70,Weepinbell,,useItem,,Leaf Stone,,,,,,,,True,12,leafstorm|leafblade|leaftornado|gastroacid,True,,True,True,True,True,False,,
72,Tentacool,Tentacool,,,Water/Poison,Clear Body|Liquid Ooze|Rain Dish,hp=40/atk=40/def=35/spa=50/spd=100/spe=70,,Tentacruel,,,,,,,,,,,True,20,sludgewave|hydropump|surf|poisonjab,True,,True,True,True,True,False,,
73,Tentacruel,Tentacruel,,,Water/Poison,Clear Body|Liquid Ooze|Rain Dish,hp=80/atk=70/def=65/spa=80/spd=120/spe=100,Tentacool,,,30,,,,,,,,,True,21,hydropump|sludgewave|surf|poisonjab,True,,True,True,True,True,False,,
74,Geodude,Geodude,,,Rock/Ground,Rock Head|Sturdy|Sand Veil,hp=40/atk=80/def=100/spa=30/spd=30/spe=20,,Graveler,,,,,,,,,,,True,16,stoneedge|earthquake|stealthrock|bulldoze,True,,True,True,True,True,False,,
74,Geodudealola,Geodude-Alola,Geodude,Alola,Rock/Electric,Magnet Pull|Sturdy|Galvanize,hp=40/atk=80/def=100/spa=30/spd=30/spe=20,,Graveler-Alola,,,,,baseSpecies|forme=Alola,,,,,,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; alternate_form_selection_runtime_missing; evolution_target_not_resolved_by_current_lookup:Graveler-Alola,Graveler-Alola: current evolution lookup cannot resolve canonical/form name
75,Graveler,Graveler,,,Rock/Ground,Rock Head|Sturdy|Sand Veil,hp=55/atk=95/def=115/spa=45/spd=45/spe=35,Geodude,Golem,,25,,,,,,,,,True,16,stoneedge|earthquake|stealthrock|rockblast,True,,True,True,True,True,False,evolution_trade_not_supported:Golem,Golem: trade evolution not supported
75,Graveleralola,Graveler-Alola,Graveler,Alola,Rock/Electric,Magnet Pull|Sturdy|Galvanize,hp=55/atk=95/def=115/spa=45/spd=45/spe=35,Geodude-Alola,Golem-Alola,,25,,,baseSpecies|forme=Alola,,,,,,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; alternate_form_selection_runtime_missing; evolution_target_not_resolved_by_current_lookup:Golem-Alola; evolution_trade_not_supported:Golem-Alola,Golem-Alola: current evolution lookup cannot resolve canonical/form name Golem-Alola: trade evolution not supported
76,Golem,Golem,,,Rock/Ground,Rock Head|Sturdy|Sand Veil,hp=80/atk=120/def=130/spa=55/spd=65/spe=45,Graveler,,trade,,,,,,,,,,True,18,stoneedge|earthquake|stealthrock|rockblast,True,,True,True,True,True,False,,
76,Golemalola,Golem-Alola,Golem,Alola,Rock/Electric,Magnet Pull|Sturdy|Galvanize,hp=80/atk=120/def=130/spa=55/spd=65/spe=45,Graveler-Alola,,trade,,,,baseSpecies|forme=Alola,,,,,,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; alternate_form_selection_runtime_missing,
77,Ponyta,Ponyta,,,Fire,Run Away|Flash Fire|Flame Body,hp=50/atk=85/def=55/spa=65/spd=65/spe=90,,Rapidash,,,,,,,,,,,True,15,fireblast|flareblitz|inferno|firespin,True,,True,True,True,True,False,,
77,Ponytagalar,Ponyta-Galar,Ponyta,Galar,Psychic,Run Away|Pastel Veil|Anticipation,hp=50/atk=85/def=55/spa=65/spd=65/spe=90,,Rapidash-Galar,,,,,baseSpecies|forme=Galar,,,,,,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; alternate_form_selection_runtime_missing; evolution_target_not_resolved_by_current_lookup:Rapidash-Galar,Rapidash-Galar: current evolution lookup cannot resolve canonical/form name
78,Rapidash,Rapidash,,,Fire,Run Away|Flash Fire|Flame Body,hp=65/atk=100/def=70/spa=80/spd=80/spe=105,Ponyta,,,40,,,,,,,,,True,19,inferno|flareblitz|fireblast|firespin,True,,True,True,True,True,False,,
78,Rapidashgalar,Rapidash-Galar,Rapidash,Galar,Psychic/Fairy,Run Away|Pastel Veil|Anticipation,hp=65/atk=100/def=70/spa=80/spd=80/spe=105,Ponyta-Galar,,,40,,,baseSpecies|forme=Galar,,,,,,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; alternate_form_selection_runtime_missing,
79,Slowpoke,Slowpoke,,,Water/Psychic,Oblivious|Own Tempo|Regenerator,hp=90/atk=65/def=65/spa=40/spd=40/spe=15,,Slowbro|Slowking,,,,,,,,,,,True,17,raindance|psychic|healpulse|amnesia,True,,True,True,True,True,False,evolution_trade_not_supported:Slowking; evolution_branching_selection_partial,Slowking: trade evolution not supported branching evolution selection is only partial
79,Slowpokegalar,Slowpoke-Galar,Slowpoke,Galar,Psychic,Gluttony|Own Tempo|Regenerator,hp=90/atk=65/def=65/spa=40/spd=40/spe=15,,Slowbro-Galar|Slowking-Galar,,,,,baseSpecies|forme=Galar,,,,,,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; alternate_form_selection_runtime_missing; evolution_target_not_resolved_by_current_lookup:Slowbro-Galar; evolution_target_not_resolved_by_current_lookup:Slowking-Galar; evolution_branching_selection_partial,Slowbro-Galar: current evolution lookup cannot resolve canonical/form name Slowking-Galar: current evolution lookup cannot resolve canonical/form name branching evolution selection is only partial
80,Slowbro,Slowbro,,,Water/Psychic,Oblivious|Own Tempo|Regenerator,hp=95/atk=75/def=110/spa=100/spd=80/spe=30,Slowpoke,,,37,,,,,,,,,True,19,psychic|amnesia|raindance|withdraw,True,,True,True,True,True,False,,
80,Slowbrogalar,Slowbro-Galar,Slowbro,Galar,Poison/Psychic,Quick Draw|Own Tempo|Regenerator,hp=95/atk=100/def=95/spa=100/spd=70/spe=30,Slowpoke-Galar,,useItem,,Galarica Cuff,,baseSpecies|forme=Galar,,,,,,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; alternate_form_selection_runtime_missing,
80,Slowbromega,Slowbro-Mega,Slowbro,Mega,Water/Psychic,Shell Armor,hp=95/atk=75/def=180/spa=130/spd=80/spe=30,,,,,,,baseSpecies|forme=Mega|requiredItem,Slowbronite,,,,,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing,
81,Magnemite,Magnemite,,,Electric/Steel,Magnet Pull|Sturdy|Analytic,hp=25/atk=35/def=70/spa=95/spd=55/spe=45,,Magneton,,,,,,,,,,,True,19,zapcannon|gyroball|magnetrise|mirrorshot,True,,True,True,True,True,False,,
82,Magneton,Magneton,,,Electric/Steel,Magnet Pull|Sturdy|Analytic,hp=50/atk=60/def=95/spa=120/spd=70/spe=70,Magnemite,Magnezone,,30,,,,,,,,,True,20,magnetrise|metalsound|mirrorshot|discharge,True,,True,True,True,True,False,,
83,Farfetchd,Farfetch’d,,,Normal/Flying,Keen Eye|Inner Focus|Defiant,hp=52/atk=90/def=55/spa=58/spd=62/spe=60,,,,,,,,,,,,,True,0,Struggle,True,,True,True,False,True,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss,
83,Farfetchdgalar,Farfetch’d-Galar,Farfetch’d,Galar,Fighting,Steadfast|Scrappy,hp=52/atk=95/def=55/spa=58/spd=62/spe=55,,Sirfetch’d,,,,,baseSpecies|forme=Galar,,,,,,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; alternate_form_selection_runtime_missing; evolution_target_not_resolved_by_current_lookup:Sirfetch’d; evolution_other_not_supported:Sirfetch’d,Sirfetch’d: current evolution lookup cannot resolve canonical/form name Sirfetch’d: other not supported
84,Doduo,Doduo,,,Normal/Flying,Run Away|Early Bird|Tangled Feet,hp=35/atk=85/def=45/spa=35/spd=35/spe=75,,Dodrio,,,,,,,,,,,True,17,thrash|endeavor|drillpeck|swordsdance,True,,True,True,True,True,False,,
85,Dodrio,Dodrio,,,Normal/Flying,Run Away|Early Bird|Tangled Feet,hp=60/atk=110/def=70/spa=60/spd=60/spe=110,Doduo,,,31,,,,,,,,,True,17,thrash|drillpeck|endeavor|uproar,True,,True,True,True,True,False,,
86,Seel,Seel,,,Water,Thick Fat|Hydration|Ice Body,hp=65/atk=45/def=55/spa=45/spd=70/spe=45,,Dewgong,,,,,,,,,,,True,19,aquatail|dive|brine|aquajet,True,,True,True,True,True,False,,
87,Dewgong,Dewgong,,,Water/Ice,Thick Fat|Hydration|Ice Body,hp=90/atk=70/def=80/spa=70/spd=95/spe=70,Seel,,,34,,,,,,,,,True,19,aquatail|icebeam|dive|sheercold,True,,True,True,True,True,False,,
88,Grimer,Grimer,,,Poison,Stench|Sticky Hold|Poison Touch,hp=80/atk=80/def=50/spa=40/spd=50/spe=25,,Muk,,,,,,,,,,,True,18,belch|gunkshot|sludgebomb|acidarmor,True,,True,True,True,True,False,,
88,Grimeralola,Grimer-Alola,Grimer,Alola,Poison/Dark,Poison Touch|Gluttony|Power of Alchemy,hp=80/atk=80/def=50/spa=40/spd=50/spe=25,,Muk-Alola,,,,,baseSpecies|forme=Alola,,,,,,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; alternate_form_selection_runtime_missing; evolution_target_not_resolved_by_current_lookup:Muk-Alola,Muk-Alola: current evolution lookup cannot resolve canonical/form name
89,Muk,Muk,,,Poison,Stench|Sticky Hold|Poison Touch,hp=105/atk=105/def=75/spa=65/spd=100/spe=50,Grimer,,,38,,,,,,,,,True,19,gunkshot|sludgebomb|acidarmor|venomdrench,True,,True,True,True,True,False,,
89,Mukalola,Muk-Alola,Muk,Alola,Poison/Dark,Poison Touch|Gluttony|Power of Alchemy,hp=105/atk=105/def=75/spa=65/spd=100/spe=50,Grimer-Alola,,,38,,,baseSpecies|forme=Alola,,,,,,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; alternate_form_selection_runtime_missing,
90,Shellder,Shellder,,,Water,Shell Armor|Skill Link|Overcoat,hp=30/atk=65/def=100/spa=45/spd=25/spe=40,,Cloyster,,,,,,,,,,,True,17,hydropump|brine|clamp|whirlpool,True,,True,True,True,True,False,,
91,Cloyster,Cloyster,,,Water/Ice,Shell Armor|Skill Link|Overcoat,hp=50/atk=95/def=180/spa=85/spd=45/spe=70,Shellder,,useItem,,Water Stone,,,,,,,,True,19,iciclecrash|razorshell|aurorabeam|hydropump,True,,True,True,True,True,False,,
92,Gastly,Gastly,,,Ghost/Poison,Levitate,hp=30/atk=35/def=30/spa=100/spd=35/spe=80,,Haunter,,,,,,,,,,,True,15,nightmare|destinybond|hex|shadowball,True,,True,True,True,True,False,,
93,Haunter,Haunter,,,Ghost/Poison,Levitate,hp=45/atk=50/def=45/spa=115/spd=55/spe=95,Gastly,Gengar,,25,,,,,,,,,True,16,destinybond|shadowball|nightshade|shadowpunch,True,,True,True,True,True,False,evolution_trade_not_supported:Gengar,Gengar: trade evolution not supported
94,Gengar,Gengar,,,Ghost/Poison,Cursed Body,hp=60/atk=65/def=60/spa=130/spd=75/spe=110,Haunter,,trade,,,,canGigantamax,,,,,,True,18,destinybond|shadowball|nightshade|shadowpunch,True,,True,True,True,True,False,gigantamax_runtime_selection_missing,
94,Gengargmax,Gengar-Gmax,Gengar,Gmax,Ghost/Poison,Cursed Body,hp=60/atk=65/def=60/spa=130/spd=75/spe=110,,,,,,,baseSpecies|forme=Gmax|changesFrom,,,,,Gengar,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; form_trigger_specific_runtime_not_fully_verified; gigantamax_runtime_selection_missing,
