dex_key,name,num,type,category,base_power,accuracy,pp,priority,target,flags,coverage_status,mechanics,contract_count,contracts,callbacks,is_nonstandard
brickbreak,Brick Break,280,Fighting,Physical,75,100,15,0,normal,contact; metronome; mirror; protect,mechanic_contract,callback_behavior; damage,0,,onTryHit=Brickbreak.onTryHit,
Brickbreak,Brick Break,280,Fighting,Physical,75,100,15,0,normal,contact; metronome; mirror; protect,mechanic_contract,callback_behavior; damage,0,,onTryHit=Brickbreak.onTryHit,
brine,Brine,362,Water,Special,65,100,10,0,normal,metronome; mirror; protect,mechanic_contract,callback_behavior; callback_damage; damage,0,,onBasePower=Brine.onBasePower,
Brine,Brine,362,Water,Special,65,100,10,0,normal,metronome; mirror; protect,mechanic_contract,callback_behavior; callback_damage; damage,0,,onBasePower=Brine.onBasePower,
brutalswing,Brutal Swing,693,Dark,Physical,60,100,20,0,allAdjacent,contact; metronome; mirror; protect,mechanic_contract,damage,0,,,
Brutalswing,Brutal Swing,693,Dark,Physical,60,100,20,0,allAdjacent,contact; metronome; mirror; protect,mechanic_contract,damage,0,,,
bubble,Bubble,145,Water,Special,40,100,30,0,allAdjacentFoes,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,Past
Bubble,Bubble,145,Water,Special,40,100,30,0,allAdjacentFoes,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,Past
bubblebeam,Bubble Beam,61,Water,Special,65,100,20,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,
Bubblebeam,Bubble Beam,61,Water,Special,65,100,20,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,
bugbite,Bug Bite,450,Bug,Physical,60,100,20,0,normal,contact; metronome; mirror; protect,mechanic_contract,callback_behavior; damage,0,,onHit=Bugbite.onHit,
Bugbite,Bug Bite,450,Bug,Physical,60,100,20,0,normal,contact; metronome; mirror; protect,mechanic_contract,callback_behavior; damage,0,,onHit=Bugbite.onHit,
bugbuzz,Bug Buzz,405,Bug,Special,90,100,10,0,normal,bypasssub; metronome; mirror; protect; sound,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,
Bugbuzz,Bug Buzz,405,Bug,Special,90,100,10,0,normal,bypasssub; metronome; mirror; protect; sound,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,
bulkup,Bulk Up,339,Fighting,Status,0,True,20,0,self,metronome; snatch,mechanic_contract,stat_boost,0,,,
Bulkup,Bulk Up,339,Fighting,Status,0,True,20,0,self,metronome; snatch,mechanic_contract,stat_boost,0,,,
bulldoze,Bulldoze,523,Ground,Physical,60,100,20,0,allAdjacent,metronome; mirror; nonsky; protect,mechanic_contract,damage; secondary_effect; stat_boost,0,,,
Bulldoze,Bulldoze,523,Ground,Physical,60,100,20,0,allAdjacent,metronome; mirror; nonsky; protect,mechanic_contract,damage; secondary_effect; stat_boost,0,,,
bulletpunch,Bullet Punch,418,Steel,Physical,40,100,30,1,normal,contact; metronome; mirror; protect; punch,mechanic_contract,damage; priority,0,,,
Bulletpunch,Bullet Punch,418,Steel,Physical,40,100,30,1,normal,contact; metronome; mirror; protect; punch,mechanic_contract,damage; priority,0,,,
bulletseed,Bullet Seed,331,Grass,Physical,25,100,30,0,normal,bullet; metronome; mirror; protect,mechanic_contract,damage,0,,,
Bulletseed,Bullet Seed,331,Grass,Physical,25,100,30,0,normal,bullet; metronome; mirror; protect,mechanic_contract,damage,0,,,
burningbulwark,Burning Bulwark,908,Fire,Status,0,True,10,4,self,failcopycat; metronome; noassist,mechanic_contract,callback_behavior; priority; volatile,0,,onHit=Burningbulwark.onHit; onPrepareHit=Burningbulwark.onPrepareHit,
Burningbulwark,Burning Bulwark,908,Fire,Status,0,True,10,4,self,failcopycat; metronome; noassist,mechanic_contract,callback_behavior; priority; volatile,0,,onHit=Burningbulwark.onHit; onPrepareHit=Burningbulwark.onPrepareHit,
burningjealousy,Burning Jealousy,807,Fire,Special,70,100,5,0,allAdjacentFoes,metronome; mirror; protect,mechanic_contract,damage; secondary_effect,0,,secondary.onHit=Burningjealousy.onHit,
Burningjealousy,Burning Jealousy,807,Fire,Special,70,100,5,0,allAdjacentFoes,metronome; mirror; protect,mechanic_contract,damage; secondary_effect,0,,secondary.onHit=Burningjealousy.onHit,
burnup,Burn Up,682,Fire,Special,130,100,5,0,normal,defrost; metronome; mirror; protect,mechanic_contract,callback_behavior; damage,0,,onTryMove=Burnup.onTryMove,Unobtainable
Burnup,Burn Up,682,Fire,Special,130,100,5,0,normal,defrost; metronome; mirror; protect,mechanic_contract,callback_behavior; damage,0,,onTryMove=Burnup.onTryMove,Unobtainable
buzzybuzz,Buzzy Buzz,734,Electric,Special,60,100,20,0,normal,mirror; protect,mechanic_contract,damage; secondary_effect; status_outcome,0,,,LGPE
Buzzybuzz,Buzzy Buzz,734,Electric,Special,60,100,20,0,normal,mirror; protect,mechanic_contract,damage; secondary_effect; status_outcome,0,,,LGPE
calmmind,Calm Mind,347,Psychic,Status,0,True,20,0,self,metronome; snatch,mechanic_contract,stat_boost,0,,,
Calmmind,Calm Mind,347,Psychic,Status,0,True,20,0,self,metronome; snatch,mechanic_contract,stat_boost,0,,,
camouflage,Camouflage,293,Normal,Status,0,True,20,0,self,metronome; snatch,explicit_contract,callback_behavior,1,camouflage changes the user to normal type,onHit=Camouflage.onHit,Past
Camouflage,Camouflage,293,Normal,Status,0,True,20,0,self,metronome; snatch,explicit_contract,callback_behavior,1,camouflage changes the user to normal type,onHit=Camouflage.onHit,Past
captivate,Captivate,445,Normal,Status,0,100,20,0,allAdjacentFoes,metronome; mirror; protect; reflectable,mechanic_contract,callback_behavior; stat_boost,0,,,Past
Captivate,Captivate,445,Normal,Status,0,100,20,0,allAdjacentFoes,metronome; mirror; protect; reflectable,mechanic_contract,callback_behavior; stat_boost,0,,,Past
catastropika,Catastropika,658,Electric,Physical,210,True,1,0,normal,contact,mechanic_contract,damage,0,,,Past
Catastropika,Catastropika,658,Electric,Physical,210,True,1,0,normal,contact,mechanic_contract,damage,0,,,Past
ceaselessedge,Ceaseless Edge,845,Dark,Physical,65,90,15,0,normal,contact; metronome; mirror; protect; slicing,mechanic_contract,callback_behavior; damage; random_branch,0,,onAfterHit=Ceaselessedge.onAfterHit; onAfterSubDamage=Ceaselessedge.onAfterSubDamage,
Ceaselessedge,Ceaseless Edge,845,Dark,Physical,65,90,15,0,normal,contact; metronome; mirror; protect; slicing,mechanic_contract,callback_behavior; damage; random_branch,0,,onAfterHit=Ceaselessedge.onAfterHit; onAfterSubDamage=Ceaselessedge.onAfterSubDamage,
celebrate,Celebrate,606,Normal,Status,0,True,40,0,self,failcopycat; failinstruct; failmimic; noassist; nosleeptalk,explicit_contract,callback_behavior,1,celebrate has no battle state effect,onTryHit=Celebrate.onTryHit,
Celebrate,Celebrate,606,Normal,Status,0,True,40,0,self,failcopycat; failinstruct; failmimic; noassist; nosleeptalk,explicit_contract,callback_behavior,1,celebrate has no battle state effect,onTryHit=Celebrate.onTryHit,
charge,Charge,268,Electric,Status,0,True,20,0,self,metronome; snatch,mechanic_contract,stat_boost; volatile,0,,,
Charge,Charge,268,Electric,Status,0,True,20,0,self,metronome; snatch,mechanic_contract,stat_boost; volatile,0,,,
chargebeam,Charge Beam,451,Electric,Special,50,90,10,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect,0,,,
Chargebeam,Charge Beam,451,Electric,Special,50,90,10,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect,0,,,
charm,Charm,204,Fairy,Status,0,100,20,0,normal,allyanim; metronome; mirror; protect; reflectable,mechanic_contract,stat_boost,0,,,
Charm,Charm,204,Fairy,Status,0,100,20,0,normal,allyanim; metronome; mirror; protect; reflectable,mechanic_contract,stat_boost,0,,,
chatter,Chatter,448,Flying,Special,65,100,20,0,any,bypasssub; distance; failcopycat; failinstruct; failmimic; mirror; noassist; nosleeptalk; protect; sound,mechanic_contract,damage; secondary_effect; volatile,0,,,Past
Chatter,Chatter,448,Flying,Special,65,100,20,0,any,bypasssub; distance; failcopycat; failinstruct; failmimic; mirror; noassist; nosleeptalk; protect; sound,mechanic_contract,damage; secondary_effect; volatile,0,,,Past
chillingwater,Chilling Water,886,Water,Special,50,100,20,0,normal,mirror; protect,mechanic_contract,damage; secondary_effect; stat_boost,0,,,
Chillingwater,Chilling Water,886,Water,Special,50,100,20,0,normal,mirror; protect,mechanic_contract,damage; secondary_effect; stat_boost,0,,,
chillyreception,Chilly Reception,881,Ice,Status,0,True,10,0,all,,mechanic_contract,self_switch; weather,0,,,
Chillyreception,Chilly Reception,881,Ice,Status,0,True,10,0,all,,mechanic_contract,self_switch; weather,0,,,
chipaway,Chip Away,498,Normal,Physical,70,100,20,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage,0,,,Past
Chipaway,Chip Away,498,Normal,Physical,70,100,20,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage,0,,,Past
chloroblast,Chloroblast,835,Grass,Special,150,95,5,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch,0,,,
Chloroblast,Chloroblast,835,Grass,Special,150,95,5,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch,0,,,
circlethrow,Circle Throw,509,Fighting,Physical,60,90,10,-6,normal,contact; failcopycat; metronome; mirror; noassist; protect,mechanic_contract,damage; forced_switch; priority; random_branch,0,,,
Circlethrow,Circle Throw,509,Fighting,Physical,60,90,10,-6,normal,contact; failcopycat; metronome; mirror; noassist; protect,mechanic_contract,damage; forced_switch; priority; random_branch,0,,,
clamp,Clamp,128,Water,Physical,35,85,15,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch; volatile,0,,,Past
Clamp,Clamp,128,Water,Physical,35,85,15,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch; volatile,0,,,Past
clangingscales,Clanging Scales,691,Dragon,Special,110,100,5,0,allAdjacentFoes,bypasssub; metronome; mirror; protect; sound,mechanic_contract,damage,0,,,
Clangingscales,Clanging Scales,691,Dragon,Special,110,100,5,0,allAdjacentFoes,bypasssub; metronome; mirror; protect; sound,mechanic_contract,damage,0,,,
clangoroussoul,Clangorous Soul,775,Dragon,Status,0,100,5,0,self,dance; snatch; sound,mechanic_contract,callback_behavior; stat_boost,0,,onHit=Clangoroussoul.onHit; onTry=Clangoroussoul.onTry; onTryHit=Clangoroussoul.onTryHit,
Clangoroussoul,Clangorous Soul,775,Dragon,Status,0,100,5,0,self,dance; snatch; sound,mechanic_contract,callback_behavior; stat_boost,0,,onHit=Clangoroussoul.onHit; onTry=Clangoroussoul.onTry; onTryHit=Clangoroussoul.onTryHit,
clangoroussoulblaze,Clangorous Soulblaze,728,Dragon,Special,185,True,1,0,allAdjacentFoes,bypasssub; sound,mechanic_contract,damage,0,,,Past
Clangoroussoulblaze,Clangorous Soulblaze,728,Dragon,Special,185,True,1,0,allAdjacentFoes,bypasssub; sound,mechanic_contract,damage,0,,,Past
clearsmog,Clear Smog,499,Poison,Special,50,True,15,0,normal,metronome; mirror; protect,mechanic_contract,callback_behavior; damage,0,,onHit=Clearsmog.onHit,
Clearsmog,Clear Smog,499,Poison,Special,50,True,15,0,normal,metronome; mirror; protect,mechanic_contract,callback_behavior; damage,0,,onHit=Clearsmog.onHit,
closecombat,Close Combat,370,Fighting,Physical,120,100,5,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; stat_boost,0,,,
Closecombat,Close Combat,370,Fighting,Physical,120,100,5,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; stat_boost,0,,,
coaching,Coaching,811,Fighting,Status,0,True,10,0,adjacentAlly,allyanim; bypasssub; metronome,mechanic_contract,stat_boost,0,,,
Coaching,Coaching,811,Fighting,Status,0,True,10,0,adjacentAlly,allyanim; bypasssub; metronome,mechanic_contract,stat_boost,0,,,
coil,Coil,489,Poison,Status,0,True,20,0,self,metronome; snatch,mechanic_contract,stat_boost,0,,,
Coil,Coil,489,Poison,Status,0,True,20,0,self,metronome; snatch,mechanic_contract,stat_boost,0,,,
collisioncourse,Collision Course,878,Fighting,Physical,100,100,5,0,normal,contact; mirror; protect,mechanic_contract,callback_behavior; callback_damage; damage,0,,onBasePower=Collisioncourse.onBasePower,
Collisioncourse,Collision Course,878,Fighting,Physical,100,100,5,0,normal,contact; mirror; protect,mechanic_contract,callback_behavior; callback_damage; damage,0,,onBasePower=Collisioncourse.onBasePower,
combattorque,Combat Torque,899,Fighting,Physical,100,100,10,0,normal,failcopycat; failencore; failinstruct; failmefirst; failmimic; noassist; nosleeptalk; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,Unobtainable
Combattorque,Combat Torque,899,Fighting,Physical,100,100,10,0,normal,failcopycat; failencore; failinstruct; failmefirst; failmimic; noassist; nosleeptalk; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,Unobtainable
cometpunch,Comet Punch,4,Normal,Physical,18,85,15,0,normal,contact; metronome; mirror; protect; punch,mechanic_contract,damage; random_branch,0,,,Past
Cometpunch,Comet Punch,4,Normal,Physical,18,85,15,0,normal,contact; metronome; mirror; protect; punch,mechanic_contract,damage; random_branch,0,,,Past
comeuppance,Comeuppance,894,Dark,Physical,0,100,10,0,scripted,contact; failmefirst; mirror; protect,mechanic_contract,callback_behavior; callback_damage,0,,damageCallback=Comeuppance.damageCallback; onTry=Comeuppance.onTry,
Comeuppance,Comeuppance,894,Dark,Physical,0,100,10,0,scripted,contact; failmefirst; mirror; protect,mechanic_contract,callback_behavior; callback_damage,0,,damageCallback=Comeuppance.damageCallback; onTry=Comeuppance.onTry,
confide,Confide,590,Normal,Status,0,True,20,0,normal,bypasssub; metronome; mirror; reflectable; sound,mechanic_contract,stat_boost,0,,,
Confide,Confide,590,Normal,Status,0,True,20,0,normal,bypasssub; metronome; mirror; reflectable; sound,mechanic_contract,stat_boost,0,,,
confuseray,Confuse Ray,109,Ghost,Status,0,100,10,0,normal,metronome; mirror; protect; reflectable,explicit_contract,volatile,1,confuse ray adds target volatile,,
Confuseray,Confuse Ray,109,Ghost,Status,0,100,10,0,normal,metronome; mirror; protect; reflectable,explicit_contract,volatile,1,confuse ray adds target volatile,,
confusion,Confusion,93,Psychic,Special,50,100,25,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; volatile,0,,,
Confusion,Confusion,93,Psychic,Special,50,100,25,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; volatile,0,,,
constrict,Constrict,132,Normal,Physical,10,100,35,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,Past
Constrict,Constrict,132,Normal,Physical,10,100,35,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,Past
continentalcrush,Continental Crush,632,Rock,Physical,1,True,1,0,normal,,mechanic_contract,damage,0,,,Past
Continentalcrush,Continental Crush,632,Rock,Physical,1,True,1,0,normal,,mechanic_contract,damage,0,,,Past
conversion,Conversion,160,Normal,Status,0,True,30,0,self,metronome; snatch,explicit_contract,callback_behavior,1,conversion changes the user's type to its first move type,onHit=Conversion.onHit,
Conversion,Conversion,160,Normal,Status,0,True,30,0,self,metronome; snatch,explicit_contract,callback_behavior,1,conversion changes the user's type to its first move type,onHit=Conversion.onHit,
conversion2,Conversion 2,176,Normal,Status,0,True,30,0,normal,bypasssub; metronome,explicit_contract,callback_behavior,1,conversion 2 copies the target's current typing,onHit=Conversion2.onHit,
Conversion2,Conversion 2,176,Normal,Status,0,True,30,0,normal,bypasssub; metronome,explicit_contract,callback_behavior,1,conversion 2 copies the target's current typing,onHit=Conversion2.onHit,
copycat,Copycat,383,Normal,Status,0,True,20,0,self,failcopycat; failencore; failinstruct; failmimic; noassist; nosleeptalk,explicit_contract,callback_behavior,1,copycat calls the previous successful battle move,onHit=Copycat.onHit,
Copycat,Copycat,383,Normal,Status,0,True,20,0,self,failcopycat; failencore; failinstruct; failmimic; noassist; nosleeptalk,explicit_contract,callback_behavior,1,copycat calls the previous successful battle move,onHit=Copycat.onHit,
coreenforcer,Core Enforcer,687,Dragon,Special,100,100,10,0,allAdjacentFoes,metronome; mirror; protect,mechanic_contract,callback_behavior; damage,0,,onAfterSubDamage=Coreenforcer.onAfterSubDamage; onHit=Coreenforcer.onHit,Past
Coreenforcer,Core Enforcer,687,Dragon,Special,100,100,10,0,allAdjacentFoes,metronome; mirror; protect,mechanic_contract,callback_behavior; damage,0,,onAfterSubDamage=Coreenforcer.onAfterSubDamage; onHit=Coreenforcer.onHit,Past
corkscrewcrash,Corkscrew Crash,638,Steel,Physical,1,True,1,0,normal,,mechanic_contract,damage,0,,,Past
Corkscrewcrash,Corkscrew Crash,638,Steel,Physical,1,True,1,0,normal,,mechanic_contract,damage,0,,,Past
corrosivegas,Corrosive Gas,810,Poison,Status,0,100,40,0,allAdjacent,allyanim; metronome; mirror; protect; reflectable,explicit_contract,callback_behavior,1,corrosive gas removes the target held item,onHit=Corrosivegas.onHit,Unobtainable
